year,month,weekday,date,trip_length_raw,rideable_type_classic_bike,rideable_type_docked_bike,rideable_type_electric_bike,member_casual_casual,member_casual_member
2022,1,3,1/3/2022,0.0059375,1,0,0,1,0
2022,1,4,1/4/2022,0.00474537,0,0,1,0,1
2022,1,3,1/3/2022,0.005092593,0,0,1,1,0
2022,1,2,1/2/2022,0.009375,0,0,1,0,1
2022,1,7,1/7/2022,0.020601852,0,0,1,1,0
2022,1,7,1/7/2022,0.0028125,0,0,1,1,0
2022,1,2,1/2/2022,0.006226852,0,0,1,1,0
2022,1,2,1/2/2022,0.004386574,1,0,0,0,1
2022,1,3,1/3/2022,0.001493056,1,0,0,0,1
2022,1,2,1/2/2022,0.079016204,1,0,0,1,0
2022,1,4,1/4/2022,0.003900463,1,0,0,0,1
2022,1,3,1/3/2022,0.003946759,0,0,1,0,1
2022,1,1,1/1/2022,0.002835648,0,0,1,0,1
2022,1,4,1/4/2022,0.004953704,0,0,1,0,1
2022,1,6,1/6/2022,0.004907407,1,0,0,0,1
2022,1,1,1/1/2022,0.005902778,1,0,0,0,1
2022,1,7,1/7/2022,0.003148148,0,0,1,0,1
2022,1,5,1/5/2022,0.008391204,1,0,0,0,1
2022,1,7,1/7/2022,0.004918981,0,0,1,0,1
2022,1,4,1/4/2022,0.006909722,1,0,0,0,1
2022,1,6,1/6/2022,0.00681713,0,0,1,0,1
2022,1,1,1/1/2022,0.003611111,1,0,0,0,1
2022,1,4,1/4/2022,0.003368056,1,0,0,0,1
2022,1,4,1/4/2022,0.011053241,1,0,0,0,1
2022,1,6,1/6/2022,0.003981481,1,0,0,0,1
2022,1,6,1/6/2022,0.003483796,1,0,0,0,1
2022,1,4,1/4/2022,0.00875,1,0,0,0,1
2022,1,5,1/5/2022,0.007152778,1,0,0,0,1
2022,1,6,1/6/2022,0.009108796,1,0,0,0,1
2022,1,6,1/6/2022,0.008900463,1,0,0,0,1
2022,1,2,1/2/2022,0.003773148,1,0,0,0,1
2022,1,6,1/6/2022,0.004224537,1,0,0,0,1
2022,1,3,1/3/2022,0.017141204,1,0,0,0,1
2022,1,3,1/3/2022,0.017835648,1,0,0,0,1
2022,1,5,1/5/2022,0.018310185,1,0,0,0,1
2022,1,3,1/3/2022,0.010532407,0,0,1,0,1
2022,1,4,1/4/2022,0.000717593,1,0,0,0,1
2022,1,6,1/6/2022,0.002847222,0,0,1,0,1
2022,1,3,1/3/2022,0.00193287,0,0,1,0,1
2022,1,4,1/4/2022,0.000833333,0,0,1,1,0
2022,1,4,1/4/2022,0.116087963,1,0,0,1,0
2022,1,5,1/5/2022,0.001168981,1,0,0,0,1
2022,1,6,1/6/2022,0.018020833,1,0,0,0,1
2022,1,3,1/3/2022,0.016331019,0,0,1,0,1
2022,1,3,1/3/2022,0.000219907,1,0,0,0,1
2022,1,6,1/6/2022,0.012303241,1,0,0,1,0
2022,1,6,1/6/2022,3.47e-05,1,0,0,0,1
2022,1,2,1/2/2022,0.013009259,1,0,0,0,1
2022,1,1,1/1/2022,0.0040625,1,0,0,0,1
2022,1,4,1/4/2022,0.005787037,0,0,1,0,1
2022,1,5,1/5/2022,0.005162037,0,0,1,0,1
2022,1,7,1/7/2022,0.017916667,1,0,0,0,1
2022,1,2,1/2/2022,0.001886574,1,0,0,0,1
2022,1,3,1/3/2022,0.007222222,0,0,1,0,1
2022,1,1,1/1/2022,0.037222222,1,0,0,0,1
2022,1,3,1/3/2022,0.01056713,1,0,0,0,1
2022,1,2,1/2/2022,0.008414352,0,0,1,0,1
2022,1,7,1/7/2022,0.023796296,1,0,0,0,1
2022,1,5,1/5/2022,0.008668981,0,0,1,0,1
2022,1,4,1/4/2022,0.005625,1,0,0,0,1
2022,1,3,1/3/2022,0.016388889,1,0,0,1,0
2022,1,7,1/7/2022,0.006863426,1,0,0,1,0
2022,1,6,1/6/2022,0.005347222,1,0,0,0,1
2022,1,6,1/6/2022,0.006134259,1,0,0,0,1
2022,1,3,1/3/2022,0.005196759,1,0,0,0,1
2022,1,3,1/3/2022,0.004224537,1,0,0,0,1
2022,1,1,1/1/2022,0.009282407,1,0,0,0,1
2022,1,1,1/1/2022,0.003553241,0,0,1,0,1
2022,1,4,1/4/2022,0.003356481,0,0,1,0,1
2022,1,4,1/4/2022,0.003611111,0,0,1,0,1
2022,1,2,1/2/2022,0.005648148,1,0,0,0,1
2022,1,3,1/3/2022,0.005902778,1,0,0,0,1
2022,1,4,1/4/2022,0.002118056,0,0,1,0,1
2022,1,6,1/6/2022,0.010358796,1,0,0,0,1
2022,1,2,1/2/2022,0.009131944,1,0,0,0,1
2022,1,3,1/3/2022,0.011145833,1,0,0,0,1
2022,1,5,1/5/2022,0.004108796,1,0,0,0,1
2022,1,2,1/2/2022,0.005162037,1,0,0,0,1
2022,1,7,1/7/2022,0.004699074,1,0,0,0,1
2022,1,2,1/2/2022,0.005416667,1,0,0,0,1
2022,1,5,1/5/2022,0.016377315,0,0,1,0,1
2022,1,6,1/6/2022,0.006099537,0,0,1,0,1
2022,1,5,1/5/2022,0.004722222,1,0,0,0,1
2022,1,6,1/6/2022,0.004548611,0,0,1,0,1
2022,1,6,1/6/2022,0.006539352,1,0,0,0,1
2022,1,3,1/3/2022,0.002881944,0,0,1,0,1
2022,1,7,1/7/2022,0.004699074,1,0,0,1,0
2022,1,6,1/6/2022,0.006747685,1,0,0,1,0
2022,1,4,1/4/2022,0.002395833,0,0,1,0,1
2022,1,6,1/6/2022,0.006273148,1,0,0,0,1
2022,1,5,1/5/2022,0.007303241,1,0,0,0,1
2022,1,3,1/3/2022,0.00880787,1,0,0,0,1
2022,1,7,1/7/2022,0.00619213,0,0,1,0,1
2022,1,2,1/2/2022,0.004224537,0,0,1,0,1
2022,1,5,1/5/2022,0.109722222,1,0,0,1,0
2022,1,2,1/2/2022,0.00625,1,0,0,0,1
2022,1,6,1/6/2022,0.005462963,0,0,1,0,1
2022,1,3,1/3/2022,0.00587963,1,0,0,0,1
2022,1,4,1/4/2022,0.004710648,1,0,0,0,1
2022,1,2,1/2/2022,0.005358796,0,0,1,0,1
2022,1,1,1/1/2022,0.001331019,0,0,1,0,1
2022,1,7,1/7/2022,0.010775463,1,0,0,0,1
2022,1,3,1/3/2022,0.003888889,1,0,0,0,1
2022,1,2,1/2/2022,0.002847222,1,0,0,0,1
2022,1,2,1/2/2022,0.106990741,1,0,0,1,0
2022,1,2,1/2/2022,0.003564815,1,0,0,0,1
2022,1,7,1/7/2022,0.011747685,1,0,0,0,1
2022,1,2,1/2/2022,0.00630787,1,0,0,0,1
2022,1,7,1/7/2022,0.00962963,1,0,0,1,0
2022,1,2,1/2/2022,0.002013889,1,0,0,0,1
2022,1,3,1/3/2022,0.004074074,1,0,0,0,1
2022,1,4,1/4/2022,0.007152778,1,0,0,0,1
2022,1,6,1/6/2022,0.003541667,1,0,0,0,1
2022,1,5,1/5/2022,0.005150463,0,0,1,0,1
2022,1,1,1/1/2022,0.009872685,1,0,0,0,1
2022,1,2,1/2/2022,0.020474537,1,0,0,0,1
2022,1,3,1/3/2022,0.016736111,1,0,0,0,1
2022,1,1,1/1/2022,0.016759259,1,0,0,0,1
2022,1,4,1/4/2022,0.014884259,1,0,0,0,1
2022,1,1,1/1/2022,0.002488426,0,0,1,0,1
2022,1,3,1/3/2022,0.003171296,1,0,0,0,1
2022,1,2,1/2/2022,0.004490741,1,0,0,0,1
2022,1,5,1/5/2022,0.001655093,1,0,0,0,1
2022,1,2,1/2/2022,0.0015625,1,0,0,0,1
2022,1,7,1/7/2022,0.005185185,1,0,0,0,1
2022,1,1,1/1/2022,0.003703704,1,0,0,0,1
2022,1,6,1/6/2022,0.001840278,1,0,0,0,1
2022,1,7,1/7/2022,0.00849537,0,0,1,0,1
2022,1,4,1/4/2022,0.007824074,0,0,1,0,1
2022,1,3,1/3/2022,0.005706019,1,0,0,0,1
2022,1,4,1/4/2022,0.007476852,1,0,0,0,1
2022,1,4,1/4/2022,0.002372685,0,0,1,0,1
2022,1,7,1/7/2022,0.007696759,1,0,0,0,1
2022,1,1,1/1/2022,0.006331019,1,0,0,0,1
2022,1,4,1/4/2022,0.003645833,1,0,0,0,1
2022,1,7,1/7/2022,0.003310185,1,0,0,1,0
2022,1,4,1/4/2022,0.001041667,1,0,0,0,1
2022,1,5,1/5/2022,0.01599537,1,0,0,0,1
2022,1,5,1/5/2022,0.006608796,1,0,0,0,1
2022,1,3,1/3/2022,0.002569444,0,0,1,0,1
2022,1,4,1/4/2022,0.011226852,0,0,1,0,1
2022,1,4,1/4/2022,0.005752315,1,0,0,0,1
2022,1,1,1/1/2022,0.003912037,1,0,0,0,1
2022,1,3,1/3/2022,0.003391204,1,0,0,0,1
2022,1,7,1/7/2022,0.003252315,1,0,0,0,1
2022,1,2,1/2/2022,0.00525463,1,0,0,0,1
2022,1,6,1/6/2022,0.003206019,1,0,0,0,1
2022,1,1,1/1/2022,0.003738426,1,0,0,0,1
2022,1,2,1/2/2022,0.004050926,0,0,1,1,0
2022,1,7,1/7/2022,0.004907407,0,0,1,1,0
2022,1,6,1/6/2022,0.00849537,1,0,0,0,1
2022,1,5,1/5/2022,0.003020833,0,0,1,1,0
2022,1,6,1/6/2022,0.002523148,1,0,0,0,1
2022,1,4,1/4/2022,0.003900463,1,0,0,0,1
2022,1,4,1/4/2022,0.002488426,0,0,1,0,1
2022,1,5,1/5/2022,0.003935185,1,0,0,0,1
2022,1,2,1/2/2022,0.003969907,0,0,1,0,1
2022,1,3,1/3/2022,0.040740741,1,0,0,1,0
2022,1,5,1/5/2022,0.004837963,0,0,1,0,1
2022,1,7,1/7/2022,0.001967593,0,0,1,0,1
2022,1,6,1/6/2022,0.002164352,1,0,0,0,1
2022,1,5,1/5/2022,0.006990741,1,0,0,0,1
2022,1,5,1/5/2022,0.088645833,0,0,1,0,1
2022,1,5,1/5/2022,0.006018519,0,0,1,0,1
2022,1,5,1/5/2022,0.003206019,1,0,0,0,1
2022,1,2,1/2/2022,0.003344907,1,0,0,0,1
2022,1,4,1/4/2022,0.017349537,1,0,0,0,1
2022,1,4,1/4/2022,0.006342593,1,0,0,0,1
2022,1,1,1/1/2022,0.002569444,0,0,1,0,1
2022,1,3,1/3/2022,0.0128125,1,0,0,1,0
2022,1,6,1/6/2022,0.003668981,1,0,0,0,1
2022,1,6,1/6/2022,0.003159722,1,0,0,0,1
2022,1,5,1/5/2022,0.005358796,1,0,0,0,1
2022,1,2,1/2/2022,0.001805556,1,0,0,0,1
2022,1,7,1/7/2022,0.003599537,1,0,0,1,0
2022,1,4,1/4/2022,0.001909722,1,0,0,0,1
2022,1,1,1/1/2022,0.099722222,1,0,0,1,0
2022,1,1,1/1/2022,0.00474537,1,0,0,0,1
2022,1,7,1/7/2022,0.002175926,0,0,1,1,0
2022,1,6,1/6/2022,0.008252315,1,0,0,0,1
2022,1,4,1/4/2022,0.006157407,1,0,0,0,1
2022,1,1,1/1/2022,0.024421296,1,0,0,0,1
2022,1,7,1/7/2022,0.003923611,1,0,0,0,1
2022,1,4,1/4/2022,0.003923611,1,0,0,0,1
2022,1,5,1/5/2022,0.003368056,1,0,0,0,1
2022,1,3,1/3/2022,0.002094907,0,0,1,0,1
2022,1,2,1/2/2022,0.102893519,1,0,0,1,0
2022,1,3,1/3/2022,0.005405093,1,0,0,0,1
2022,1,2,1/2/2022,0.001840278,0,0,1,0,1
2022,1,1,1/1/2022,0.003912037,1,0,0,0,1
2022,1,3,1/3/2022,0.00375,0,0,1,0,1
2022,1,7,1/7/2022,0.006342593,1,0,0,0,1
2022,1,4,1/4/2022,0.003333333,1,0,0,0,1
2022,1,3,1/3/2022,0.003530093,1,0,0,0,1
2022,1,7,1/7/2022,0.007650463,0,0,1,0,1
2022,1,5,1/5/2022,0.010196759,1,0,0,1,0
2022,1,3,1/3/2022,0.004606481,1,0,0,0,1
2022,1,4,1/4/2022,0.005497685,1,0,0,0,1
2022,1,4,1/4/2022,0.005162037,1,0,0,0,1
2022,1,2,1/2/2022,0.011180556,1,0,0,1,0
2022,1,4,1/4/2022,0.004733796,0,0,1,1,0
2022,1,6,1/6/2022,0.009548611,1,0,0,0,1
2022,1,6,1/6/2022,0.017002315,0,0,1,0,1
2022,1,4,1/4/2022,0.014155093,1,0,0,0,1
2022,1,5,1/5/2022,0.005925926,0,0,1,0,1
2022,1,5,1/5/2022,0.028831019,1,0,0,0,1
2022,1,5,1/5/2022,0.00525463,0,0,1,0,1
2022,1,5,1/5/2022,0.011875,1,0,0,0,1
2022,1,1,1/1/2022,0.002372685,0,0,1,0,1
2022,1,4,1/4/2022,0.002395833,0,0,1,0,1
2022,1,5,1/5/2022,0.003194444,1,0,0,0,1
2022,1,3,1/3/2022,0.002777778,1,0,0,0,1
2022,1,3,1/3/2022,0.001539352,1,0,0,0,1
2022,1,2,1/2/2022,0.003148148,1,0,0,0,1
2022,1,2,1/2/2022,0.003553241,1,0,0,0,1
2022,1,5,1/5/2022,0.004027778,1,0,0,0,1
2022,1,3,1/3/2022,0.007488426,0,0,1,0,1
2022,1,7,1/7/2022,0.005300926,0,0,1,1,0
2022,1,5,1/5/2022,0.006400463,1,0,0,0,1
2022,1,7,1/7/2022,0.007511574,0,0,1,0,1
2022,1,2,1/2/2022,0.007893519,1,0,0,1,0
2022,1,3,1/3/2022,0.002534722,1,0,0,0,1
2022,1,4,1/4/2022,0.002291667,0,0,1,0,1
2022,1,1,1/1/2022,0.002337963,0,0,1,1,0
2022,1,2,1/2/2022,0.014513889,1,0,0,0,1
2022,1,3,1/3/2022,0.006099537,1,0,0,0,1
2022,1,4,1/4/2022,0.003171296,1,0,0,0,1
2022,1,2,1/2/2022,0.030590278,1,0,0,0,1
2022,1,4,1/4/2022,0.004178241,0,0,1,1,0
2022,1,6,1/6/2022,0.008587963,1,0,0,0,1
2022,1,7,1/7/2022,0.004363426,0,0,1,0,1
2022,1,6,1/6/2022,0.007280093,0,0,1,1,0
2022,1,5,1/5/2022,0.00193287,1,0,0,0,1
2022,1,6,1/6/2022,0.004733796,0,0,1,0,1
2022,1,2,1/2/2022,0.006689815,1,0,0,0,1
2022,1,3,1/3/2022,0.002199074,1,0,0,0,1
2022,1,3,1/3/2022,0.003090278,0,0,1,0,1
2022,1,3,1/3/2022,0.01556713,1,0,0,0,1
2022,1,4,1/4/2022,0.002569444,0,0,1,0,1
2022,1,2,1/2/2022,0.007835648,0,0,1,0,1
2022,1,2,1/2/2022,0.019039352,1,0,0,0,1
2022,1,2,1/2/2022,0.012905093,1,0,0,0,1
2022,1,2,1/2/2022,0.004247685,0,0,1,0,1
2022,1,1,1/1/2022,0.013738426,1,0,0,1,0
2022,1,3,1/3/2022,0.004618056,1,0,0,0,1
2022,1,4,1/4/2022,0.012164352,0,0,1,1,0
2022,1,5,1/5/2022,0.020960648,1,0,0,0,1
2022,1,5,1/5/2022,0.013576389,1,0,0,0,1
2022,1,7,1/7/2022,0.002349537,0,0,1,0,1
2022,1,1,1/1/2022,0.00462963,0,0,1,0,1
2022,1,7,1/7/2022,0.004976852,0,0,1,0,1
2022,1,1,1/1/2022,0.005601852,1,0,0,0,1
2022,1,2,1/2/2022,0.007164352,1,0,0,0,1
2022,1,5,1/5/2022,0.0034375,0,0,1,1,0
2022,1,7,1/7/2022,0.013310185,0,0,1,1,0
2022,1,6,1/6/2022,0.00568287,1,0,0,0,1
2022,1,2,1/2/2022,0.005891204,0,0,1,1,0
2022,1,1,1/1/2022,0.009652778,1,0,0,0,1
2022,1,5,1/5/2022,0.005104167,1,0,0,1,0
2022,1,4,1/4/2022,0.006574074,0,0,1,1,0
2022,1,3,1/3/2022,0.007638889,1,0,0,0,1
2022,1,3,1/3/2022,0.006342593,0,0,1,0,1
2022,1,2,1/2/2022,0.00255787,0,0,1,0,1
2022,1,1,1/1/2022,0.003310185,0,0,1,0,1
2022,1,1,1/1/2022,0.006759259,1,0,0,0,1
2022,1,5,1/5/2022,0.008101852,1,0,0,0,1
2022,1,4,1/4/2022,0.006793981,0,0,1,0,1
2022,1,4,1/4/2022,0.003877315,0,0,1,0,1
2022,1,1,1/1/2022,0.015590278,0,0,1,0,1
2022,1,5,1/5/2022,0.001388889,1,0,0,1,0
2022,1,4,1/4/2022,0.001527778,1,0,0,0,1
2022,1,7,1/7/2022,0.012662037,1,0,0,0,1
2022,1,4,1/4/2022,0.002256944,1,0,0,0,1
2022,1,1,1/1/2022,0.011516204,0,0,1,0,1
2022,1,3,1/3/2022,0.001377315,0,0,1,0,1
2022,1,5,1/5/2022,0.001354167,1,0,0,0,1
2022,1,6,1/6/2022,0.004155093,0,0,1,1,0
2022,1,6,1/6/2022,0.005486111,0,0,1,0,1
2022,1,4,1/4/2022,0.006145833,1,0,0,0,1
2022,1,7,1/7/2022,0.004039352,0,0,1,0,1
2022,1,5,1/5/2022,0.003240741,0,0,1,0,1
2022,1,5,1/5/2022,0.010069444,0,0,1,0,1
2022,1,5,1/5/2022,0.009884259,0,0,1,1,0
2022,1,3,1/3/2022,0.004305556,1,0,0,1,0
2022,1,2,1/2/2022,0.006840278,1,0,0,0,1
2022,1,7,1/7/2022,0.022604167,1,0,0,0,1
2022,1,5,1/5/2022,0.007303241,1,0,0,1,0
2022,1,7,1/7/2022,0.004363426,0,0,1,0,1
2022,1,3,1/3/2022,0.005625,1,0,0,0,1
2022,1,4,1/4/2022,0.003298611,0,0,1,1,0
2022,1,7,1/7/2022,0.020266204,1,0,0,0,1
2022,1,3,1/3/2022,0.006400463,0,0,1,0,1
2022,1,4,1/4/2022,0.003831019,1,0,0,0,1
2022,1,5,1/5/2022,0.005428241,1,0,0,0,1
2022,1,1,1/1/2022,0.01318287,1,0,0,0,1
2022,1,5,1/5/2022,0.010844907,1,0,0,0,1
2022,1,6,1/6/2022,0.003738426,1,0,0,0,1
2022,1,5,1/5/2022,0.009027778,0,0,1,0,1
2022,1,7,1/7/2022,0.002372685,0,0,1,0,1
2022,1,5,1/5/2022,0.006793981,1,0,0,0,1
2022,1,1,1/1/2022,0.004895833,0,0,1,0,1
2022,1,2,1/2/2022,0.002893519,1,0,0,0,1
2022,1,1,1/1/2022,0.002291667,1,0,0,1,0
2022,1,7,1/7/2022,0.010196759,1,0,0,0,1
2022,1,7,1/7/2022,0.003611111,1,0,0,0,1
2022,1,6,1/6/2022,0.00462963,1,0,0,0,1
2022,1,3,1/3/2022,0.002083333,1,0,0,0,1
2022,1,3,1/3/2022,0.009293981,0,0,1,0,1
2022,1,4,1/4/2022,0.016782407,0,0,1,0,1
2022,1,1,1/1/2022,0.016956019,0,0,1,0,1
2022,1,6,1/6/2022,0.009907407,1,0,0,0,1
2022,1,7,1/7/2022,0.005902778,1,0,0,0,1
2022,1,2,1/2/2022,0.005543981,1,0,0,0,1
2022,1,1,1/1/2022,0.006909722,1,0,0,0,1
2022,1,6,1/6/2022,0.010208333,0,0,1,0,1
2022,1,1,1/1/2022,0.023773148,0,1,0,1,0
2022,1,1,1/1/2022,0.021539352,1,0,0,0,1
2022,1,7,1/7/2022,0.00287037,1,0,0,1,0
2022,1,4,1/4/2022,0.012152778,1,0,0,0,1
2022,1,6,1/6/2022,0.010983796,0,0,1,0,1
2022,1,6,1/6/2022,0.004571759,1,0,0,0,1
2022,1,2,1/2/2022,0.00337963,1,0,0,0,1
2022,1,6,1/6/2022,0.007627315,1,0,0,0,1
2022,1,5,1/5/2022,0.008715278,1,0,0,0,1
2022,1,7,1/7/2022,0.00625,0,0,1,1,0
2022,1,6,1/6/2022,0.002037037,0,0,1,0,1
2022,1,5,1/5/2022,0.002384259,0,0,1,0,1
2022,1,7,1/7/2022,0.003055556,1,0,0,1,0
2022,1,3,1/3/2022,0.005335648,1,0,0,0,1
2022,1,6,1/6/2022,0.004722222,1,0,0,0,1
2022,1,5,1/5/2022,0.004907407,0,0,1,0,1
2022,1,7,1/7/2022,0.00255787,0,0,1,0,1
2022,1,1,1/1/2022,0.005717593,1,0,0,0,1
2022,1,5,1/5/2022,0.0034375,1,0,0,0,1
2022,1,2,1/2/2022,0.017523148,0,0,1,1,0
2022,1,6,1/6/2022,0.007962963,0,0,1,0,1
2022,1,6,1/6/2022,0.014467593,0,0,1,1,0
2022,1,4,1/4/2022,0.004652778,1,0,0,0,1
2022,1,6,1/6/2022,0.000486111,0,0,1,0,1
2022,1,5,1/5/2022,0.018657407,1,0,0,0,1
2022,1,6,1/6/2022,0.006006944,0,0,1,0,1
2022,1,4,1/4/2022,0.003310185,0,0,1,0,1
2022,1,3,1/3/2022,0.004513889,1,0,0,0,1
2022,1,1,1/1/2022,0.003888889,1,0,0,0,1
2022,1,2,1/2/2022,0.005439815,1,0,0,0,1
2022,1,7,1/7/2022,0.007349537,0,0,1,0,1
2022,1,2,1/2/2022,0.005520833,0,0,1,0,1
2022,1,5,1/5/2022,0.008310185,1,0,0,0,1
2022,1,3,1/3/2022,0.010138889,1,0,0,1,0
2022,1,3,1/3/2022,0.011006944,1,0,0,0,1
2022,1,6,1/6/2022,0.009918981,1,0,0,0,1
2022,1,5,1/5/2022,0.005162037,1,0,0,1,0
2022,1,5,1/5/2022,0.005173611,1,0,0,0,1
2022,1,2,1/2/2022,0.010277778,1,0,0,1,0
2022,1,6,1/6/2022,0.01130787,1,0,0,0,1
2022,1,7,1/7/2022,0.004097222,0,0,1,0,1
2022,1,5,1/5/2022,0.007650463,0,0,1,0,1
2022,1,5,1/5/2022,0.001435185,1,0,0,1,0
2022,1,6,1/6/2022,0.012743056,1,0,0,0,1
2022,1,4,1/4/2022,0.002650463,0,0,1,0,1
2022,1,4,1/4/2022,0.020821759,1,0,0,0,1
2022,1,4,1/4/2022,0.00837963,1,0,0,0,1
2022,1,6,1/6/2022,0.004016204,1,0,0,0,1
2022,1,5,1/5/2022,0.002071759,1,0,0,0,1
2022,1,6,1/6/2022,0.001770833,1,0,0,0,1
2022,1,2,1/2/2022,0.00537037,1,0,0,0,1
2022,1,3,1/3/2022,0.002465278,1,0,0,0,1
2022,1,2,1/2/2022,0.004641204,0,0,1,0,1
2022,1,6,1/6/2022,0.006215278,1,0,0,0,1
2022,1,6,1/6/2022,0.004953704,0,0,1,0,1
2022,1,1,1/1/2022,0.009479167,1,0,0,0,1
2022,1,4,1/4/2022,0.003611111,0,0,1,0,1
2022,1,1,1/1/2022,0.007893519,0,0,1,0,1
2022,1,2,1/2/2022,0.009537037,0,0,1,0,1
2022,1,3,1/3/2022,0.005636574,1,0,0,0,1
2022,1,4,1/4/2022,0.005243056,0,0,1,0,1
2022,1,6,1/6/2022,0.018136574,1,0,0,0,1
2022,1,5,1/5/2022,0.003587963,1,0,0,0,1
2022,1,6,1/6/2022,0.003240741,0,0,1,0,1
2022,1,2,1/2/2022,0.002465278,0,0,1,0,1
2022,1,2,1/2/2022,0.0021875,0,0,1,0,1
2022,1,1,1/1/2022,0.004016204,0,0,1,0,1
2022,1,5,1/5/2022,0.005289352,1,0,0,0,1
2022,1,5,1/5/2022,0.008194444,1,0,0,0,1
2022,1,1,1/1/2022,0.006168981,0,0,1,0,1
2022,1,5,1/5/2022,0.007719907,1,0,0,0,1
2022,1,2,1/2/2022,0.004965278,0,0,1,0,1
2022,1,7,1/7/2022,0.016527778,1,0,0,0,1
2022,1,2,1/2/2022,0.014907407,0,0,1,0,1
2022,1,5,1/5/2022,0.004097222,1,0,0,0,1
2022,1,6,1/6/2022,0.004097222,1,0,0,0,1
2022,1,6,1/6/2022,0.011388889,1,0,0,0,1
2022,1,6,1/6/2022,0.0075,0,0,1,0,1
2022,1,7,1/7/2022,0.022164352,1,0,0,0,1
2022,1,5,1/5/2022,0.013576389,1,0,0,0,1
2022,1,2,1/2/2022,0.014861111,1,0,0,0,1
2022,1,4,1/4/2022,0.00505787,1,0,0,0,1
2022,1,1,1/1/2022,0.009039352,1,0,0,0,1
2022,1,4,1/4/2022,0.006851852,1,0,0,0,1
2022,1,3,1/3/2022,0.007395833,1,0,0,0,1
2022,1,1,1/1/2022,0.00525463,0,0,1,0,1
2022,1,4,1/4/2022,0.005416667,0,0,1,0,1
2022,1,6,1/6/2022,0.009791667,1,0,0,0,1
2022,1,5,1/5/2022,0.00349537,1,0,0,0,1
2022,1,6,1/6/2022,0.004780093,0,0,1,1,0
2022,1,6,1/6/2022,0.024282407,1,0,0,0,1
2022,1,4,1/4/2022,0.0090625,1,0,0,0,1
2022,1,3,1/3/2022,0.007731481,1,0,0,0,1
2022,1,5,1/5/2022,0.009212963,1,0,0,0,1
2022,1,1,1/1/2022,0.01287037,1,0,0,0,1
2022,1,2,1/2/2022,0.013865741,1,0,0,0,1
2022,1,6,1/6/2022,0.018900463,1,0,0,0,1
2022,1,3,1/3/2022,0.016898148,1,0,0,0,1
2022,1,1,1/1/2022,0.012048611,1,0,0,0,1
2022,1,2,1/2/2022,0.001956019,1,0,0,0,1
2022,1,3,1/3/2022,0.008657407,1,0,0,0,1
2022,1,3,1/3/2022,0.007581019,1,0,0,0,1
2022,1,6,1/6/2022,0.010543981,1,0,0,0,1
2022,1,7,1/7/2022,0.005347222,0,0,1,0,1
2022,1,4,1/4/2022,0.020243056,1,0,0,1,0
2022,1,5,1/5/2022,0.010532407,1,0,0,1,0
2022,1,3,1/3/2022,0.004456019,1,0,0,1,0
2022,1,1,1/1/2022,0.028599537,1,0,0,0,1
2022,1,6,1/6/2022,0.021574074,0,0,1,1,0
2022,1,6,1/6/2022,0.005196759,0,0,1,1,0
2022,1,5,1/5/2022,0.0071875,1,0,0,0,1
2022,1,5,1/5/2022,0.006585648,0,0,1,0,1
2022,1,2,1/2/2022,0.002800926,1,0,0,1,0
2022,1,7,1/7/2022,0.005902778,0,0,1,0,1
2022,1,6,1/6/2022,0.013587963,1,0,0,0,1
2022,1,5,1/5/2022,0.001493056,1,0,0,0,1
2022,1,7,1/7/2022,0.015752315,1,0,0,0,1
2022,1,4,1/4/2022,0.003043981,0,0,1,0,1
2022,1,5,1/5/2022,0.012025463,1,0,0,0,1
2022,1,7,1/7/2022,0.005636574,1,0,0,0,1
2022,1,6,1/6/2022,0.007395833,1,0,0,0,1
2022,1,4,1/4/2022,0.021180556,1,0,0,0,1
2022,1,6,1/6/2022,0.01087963,1,0,0,0,1
2022,1,2,1/2/2022,0.002303241,1,0,0,0,1
2022,1,7,1/7/2022,0.006840278,0,0,1,0,1
2022,1,4,1/4/2022,0.009340278,1,0,0,1,0
2022,1,6,1/6/2022,0.008425926,0,1,0,1,0
2022,1,3,1/3/2022,0.006458333,1,0,0,0,1
2022,1,1,1/1/2022,0.006516204,1,0,0,0,1
2022,1,6,1/6/2022,0.010462963,1,0,0,0,1
2022,1,6,1/6/2022,0.006053241,1,0,0,0,1
2022,1,1,1/1/2022,0.001597222,0,0,1,1,0
2022,1,2,1/2/2022,0.00474537,0,0,1,0,1
2022,1,3,1/3/2022,0.001793981,0,0,1,1,0
2022,1,2,1/2/2022,0.005150463,0,0,1,1,0
2022,1,7,1/7/2022,0.006180556,1,0,0,1,0
2022,1,3,1/3/2022,0.003541667,1,0,0,0,1
2022,1,2,1/2/2022,0.005925926,1,0,0,0,1
2022,1,5,1/5/2022,0.006527778,1,0,0,0,1
2022,1,2,1/2/2022,0.00556713,1,0,0,0,1
2022,1,4,1/4/2022,0.008275463,1,0,0,0,1
2022,1,2,1/2/2022,0.005393519,1,0,0,0,1
2022,1,2,1/2/2022,0.010972222,1,0,0,0,1
2022,1,3,1/3/2022,0.009270833,1,0,0,0,1
2022,1,4,1/4/2022,0.005787037,0,0,1,0,1
2022,1,1,1/1/2022,0.019791667,1,0,0,0,1
2022,1,2,1/2/2022,0.009027778,1,0,0,0,1
2022,1,5,1/5/2022,0.004178241,1,0,0,0,1
2022,1,7,1/7/2022,0.005671296,1,0,0,0,1
